Devices
1000
,,Seat Plate - Force,,,Seat Plate - Moment,,,Seat Plate - CoP,,,Foot Plate - Force,,,Foot Plate - Moment,,,Foot Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
8,2,-9.92645,-0.810239,-592.36,-214060,4813.98,5172.91,58.1268,439.982,7.86,3.60626,-0.407408,-156.801,-552.336,-3346.43,1813.43,74.6581,788.523,-478
8,3,-9.62127,0.105289,-592.36,-213236,4905.53,5447.57,58.2813,438.591,7.86,4.52179,-0.407408,-158.632,1187.17,-1423.83,3186.72,87.0244,777.516,-478
8,4,-8.70575,-0.199887,-597.243,-215707,4997.08,8468.81,58.3669,439.787,7.86,3.60626,-0.102233,-161.074,-369.231,-1423.83,1950.76,87.1604,787.292,-478
8,5,-9.01092,-0.505063,-589.919,-215433,5271.74,5310.24,58.9364,443.806,7.86,3.60626,-3.45917,-159.243,-94.5728,-2797.12,2912.06,78.4349,785.594,-478
8,6,-11.1472,-0.505063,-591.75,-214884,4813.98,5310.24,58.1352,441.747,7.86,5.13214,0.508119,-164.736,-369.231,-2247.8,2088.09,82.3551,787.241,-478
8,7,-10.2316,-0.505063,-591.75,-216257,4081.56,5722.23,56.8974,444.068,7.86,4.21662,-1.62811,-159.243,271.638,-3895.75,2500.07,71.5357,783.294,-478
8,8,-9.62127,1.63117,-594.191,-214609,3074.48,6271.54,55.1742,439.793,7.86,3.30109,-0.407408,-158.632,-277.678,-1973.14,1676.1,83.5615,786.75,-478
8,9,-9.92645,-1.11541,-593.581,-215158,5088.64,5447.57,58.5728,441.09,7.86,3.30109,1.11847,-156.191,88.5327,-1423.83,2637.4,86.8841,784.433,-478
9,0,-12.673,0.410465,-591.14,-215158,5088.64,5035.58,58.6082,442.587,7.86,0.554506,2.64435,-158.632,88.5327,-2797.12,2225.42,78.3673,784.442,-478
9,1,-9.62127,-0.810239,-598.464,-215158,4722.43,5172.91,57.8909,438.133,7.86,3.91144,2.33917,-158.022,-186.126,-1423.83,2774.73,86.9897,786.178,-478
9,2,-8.40057,0.71564,-591.75,-216806,4081.56,5722.23,56.8974,444.996,7.86,3.30109,1.42365,-158.022,-552.336,-2247.8,852.125,81.7754,788.495,-478
9,3,-9.01092,0.105289,-591.14,-215433,4722.43,5310.24,57.9887,443.052,7.86,6.65802,0.508119,-158.632,-277.678,-1423.83,2362.75,87.0244,786.75,-478
9,4,-10.2316,-0.199887,-591.14,-213785,4997.08,4898.25,58.4533,440.264,7.86,3.30109,3.2547,-159.853,-186.126,-6367.68,2225.42,56.1654,786.164,-478
9,5,-10.842,2.85187,-592.971,-215158,4539.32,5310.24,57.6552,441.463,7.86,5.43732,-0.712584,-155.58,-552.336,-1973.14,2912.06,83.3175,788.55,-478
9,6,-9.3161,-0.505063,-594.191,-214884,4997.08,5035.58,58.4099,440.255,7.86,3.30109,-1.01776,-161.074,-552.336,-2522.46,1950.76,80.3397,788.429,-478
9,7,-8.40057,0.105289,-591.14,-214334,4722.43,3524.96,57.9887,441.193,7.86,3.91144,-7.42645,-159.243,-460.784,-2247.8,1950.76,81.8844,787.894,-478
9,8,-9.3161,-2.64129,-591.14,-213785,4997.08,5035.58,58.4533,440.264,7.86,2.99591,-0.407408,-164.125,-643.889,-5818.36,1813.43,60.5493,788.923,-478
9,9,-9.3161,-0.199887,-591.14,-215707,4813.98,5447.57,58.1436,443.516,7.86,7.26837,-0.712584,-158.632,454.744,-1698.49,1401.44,85.2929,782.133,-478
10,0,-10.5368,-0.810238,-594.191,-215433,4997.08,6271.54,58.4099,441.18,7.86,3.60626,-0.102233,-161.684,-369.231,-3346.43,2225.42,75.3026,787.284,-478
